ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao
C47608,"-22,88538","-43,29966",1780399296000,42,692,1780399307000,1780399326000,2026-06-02 09:21:55
C47465,"-23,01266","-43,4586",1780399297000,35,361,1780399307000,1780399326000,2026-06-02 09:21:55
C47614,"-22,9998","-43,34808",1780399297000,37,319,1780399307000,1780399326000,2026-06-02 09:21:55
C47563,"-23,00031","-43,35529",1780399295000,20,554,1780399307000,1780399326000,2026-06-02 09:21:55
C47682,"-23,01344","-43,46258",1780399295000,25,553,1780399307000,1780399326000,2026-06-02 09:21:55
D13094,"-22,88038","-43,47414",1780399296000,5,803,1780399307000,1780399326000,2026-06-02 09:21:55
C47962,"-22,87912","-43,2716",1780399297000,35,2614,1780399307000,1780399326000,2026-06-02 09:21:55
C47620,"-22,89899","-43,21233",1780399264000,37,380,1780399307000,1780399326000,2026-06-02 09:21:55
C30371,"-22,92734","-43,34256",1780399297000,26,565,1780399307000,1780399326000,2026-06-02 09:21:55
C47986,"-22,90545","-43,19111",1780399297000,24,2111,1780399307000,1780399326000,2026-06-02 09:21:55
D13082,"-22,93755","-43,35041",1780399297000,0,878,1780399307000,1780399326000,2026-06-02 09:21:55
C30219,"-22,9329","-43,37307",1780399296000,29,900,1780399307000,1780399326000,2026-06-02 09:21:55
C47531,"-22,97876","-43,19311",1780399295000,43,554,1780399307000,1780399326000,2026-06-02 09:21:55
C47620,"-22,89974","-43,21149",1780399294000,0,380,1780399307000,1780399326000,2026-06-02 09:21:55
C30123,"-22,90121","-43,17886",1780399296000,0,SP343,1780399307000,1780399326000,2026-06-02 09:21:55
C47562,"-22,98801","-43,48606",1780399295000,30,554,1780399307000,1780399326000,2026-06-02 09:21:55
D13233,"-22,98771","-43,32862",1780399296000,19,862,1780399307000,1780399326000,2026-06-02 09:21:55
C13112,"-23,00686","-43,3029",1780399296000,29,SV863,1780399307000,1780399326000,2026-06-02 09:21:55
C13038,"-22,87868","-43,27255",1780399265000,0,611,1780399307000,1780399326000,2026-06-02 09:21:55
C47749,"-22,923","-43,31035",1780399297000,37,390,1780399307000,1780399326000,2026-06-02 09:21:55
D13223,"-22,92292","-43,37845",1780399296000,6,861,1780399307000,1780399326000,2026-06-02 09:21:55
D13114,"-22,92946","-43,37359",1780399297000,27,801,1780399307000,1780399326000,2026-06-02 09:21:55
C47545,"-22,92723","-43,34205",1780399296000,0,692,1780399307000,1780399326000,2026-06-02 09:21:55
C30208,"-22,93527","-43,37208",1780399296000,0,990,1780399307000,1780399326000,2026-06-02 09:21:55
C30085,"-22,93152","-43,32753",1780399296000,24,766,1780399307000,1780399326000,2026-06-02 09:21:55
D13052,"-22,92749","-43,37373",1780399296000,0,803,1780399307000,1780399326000,2026-06-02 09:21:55
D13066,"-22,93774","-43,37227",1780399297000,10,803,1780399307000,1780399326000,2026-06-02 09:21:55
C47688,"-22,99114","-43,5035",1780399296000,53,554,1780399307000,1780399326000,2026-06-02 09:21:55
D13072,"-22,91409","-43,375",1780399297000,10,801,1780399307000,1780399326000,2026-06-02 09:21:55
C47967,"-22,91998","-43,25821",1780399299000,5,2110,1780399307000,1780399326000,2026-06-02 09:21:55
C13038,"-22,87852","-43,27282",1780399295000,19,611,1780399307000,1780399326000,2026-06-02 09:21:55
C30102,"-22,93858","-43,34716",1780399297000,12,565,1780399307000,1780399326000,2026-06-02 09:21:55
C30078,"-23,0003","-43,35711",1780399297000,0,881,1780399307000,1780399326000,2026-06-02 09:21:55
D13205,"-22,88879","-43,44656",1780399297000,19,801,1780399307000,1780399326000,2026-06-02 09:21:55
D13061,"-22,92738","-43,34997",1780399297000,6,306,1780399307000,1780399326000,2026-06-02 09:21:55
C30126,"-22,93457","-43,35259",1780399298000,0,565,1780399307000,1780399326000,2026-06-02 09:21:55
C47605,"-22,93748","-43,33731",1780399298000,19,600,1780399307000,1780399326000,2026-06-02 09:21:55
C47524,"-22,90128","-43,18025",1780399298000,0,361,1780399307000,1780399326000,2026-06-02 09:21:55
C47621,"-22,95313","-43,18175",1780399296000,0,554,1780399307000,1780399326000,2026-06-02 09:21:55
C47510,"-23,00167","-43,27479",1780399296000,55,554,1780399307000,1780399326000,2026-06-02 09:21:55
C47580,"-23,00025","-43,36915",1780399236000,22,552,1780399307000,1780399326000,2026-06-02 09:21:55
C30220,"-23,00676","-43,31636",1780399298000,25,343,1780399307000,1780399326000,2026-06-02 09:21:55
C30077,"-22,99953","-43,274",1780399298000,23,557,1780399307000,1780399326000,2026-06-02 09:21:55
D13133,"-22,93711","-43,3718",1780399238000,0,803,1780399307000,1780399326000,2026-06-02 09:21:55
C47480,"-23,00623","-43,43405",1780399297000,42,361,1780399307000,1780399326000,2026-06-02 09:21:55
C47718,"-22,92486","-43,31503",1780399298000,6,368,1780399307000,1780399326000,2026-06-02 09:21:55
C47886,"-23,00828","-43,28609",1780399296000,53,552,1780399307000,1780399326000,2026-06-02 09:21:55
C47620,"-22,89809","-43,21243",1780399254000,35,380,1780399307000,1780399326000,2026-06-02 09:21:55
C30228,"-22,90236","-43,18195",1780399296000,0,SP343,1780399307000,1780399326000,2026-06-02 09:21:55
C30109,"-22,98954","-43,32217",1780399297000,1,343,1780399307000,1780399326000,2026-06-02 09:21:55
C30076,"-22,95039","-43,35903",1780399297000,18,990,1780399307000,1780399326000,2026-06-02 09:21:55
C47809,"-22,97829","-43,22487",1780399297000,20,SV319,1780399307000,1780399326000,2026-06-02 09:21:55
C47966,"-22,91866","-43,25129",1780399298000,21,2114,1780399307000,1780399326000,2026-06-02 09:21:55
D13133,"-22,93711","-43,37179",1780399268000,0,803,1780399307000,1780399326000,2026-06-02 09:21:55
D13508,"-22,9393","-43,34421",1780399297000,0,601,1780399307000,1780399326000,2026-06-02 09:21:55
C30217,"-22,89129","-43,22261",1780399297000,8,SP343,1780399307000,1780399326000,2026-06-02 09:21:55
C30361,"-22,9934","-43,31083",1780399299000,0,555,1780399307000,1780399326000,2026-06-02 09:21:55
C30335,"-22,8716","-43,25952",1780399299000,0,SP343,1780399307000,1780399326000,2026-06-02 09:21:55
D13068,"-22,97662","-43,33466",1780399298000,20,878,1780399307000,1780399326000,2026-06-02 09:21:55
D13207,"-22,87617","-43,4697",1780399298000,0,803,1780399307000,1780399326000,2026-06-02 09:21:55
C47788,"-22,98366","-43,46201",1780399298000,20,613,1780399307000,1780399326000,2026-06-02 09:21:55
C47580,"-23,00064","-43,36903",1780399243000,21,552,1780399307000,1780399326000,2026-06-02 09:21:55
C47554,"-22,99251","-43,25265",1780399296000,5,554,1780399307000,1780399326000,2026-06-02 09:21:55
D13133,"-22,93708","-43,37178",1780399298000,1,803,1780399307000,1780399326000,2026-06-02 09:21:55
C47596,"-22,94522","-43,36387",1780399297000,19,600,1780399307000,1780399326000,2026-06-02 09:21:55
D13284,"-22,94591","-43,3589",1780399298000,3,611,1780399307000,1780399326000,2026-06-02 09:21:55
C30210,"-22,94609","-43,36247",1780399298000,0,990,1780399307000,1780399326000,2026-06-02 09:21:55
D13095,"-22,89907","-43,39103",1780399299000,38,803,1780399307000,1780399326000,2026-06-02 09:21:55
C47685,"-22,9214","-43,37037",1780399298000,14,353,1780399307000,1780399326000,2026-06-02 09:21:55
C30028,"-22,9247","-43,36098",1780399299000,8,565,1780399307000,1780399326000,2026-06-02 09:21:55
C47598,"-22,96968","-43,49398",1780399296000,14,613,1780399307000,1780399326000,2026-06-02 09:21:55
D13245,"-22,99304","-43,36626",1780399299000,0,863,1780399307000,1780399326000,2026-06-02 09:21:55
C30129,"-22,92531","-43,35774",1780399298000,14,565,1780399307000,1780399326000,2026-06-02 09:21:55
C30371,"-22,92723","-43,34262",1780399299000,23,565,1780399307000,1780399326000,2026-06-02 09:21:55
C30067,"-22,99681","-43,23666",1780399297000,0,557,1780399307000,1780399326000,2026-06-02 09:21:55
C30048,"-22,98335","-43,19087",1780399299000,0,557,1780399307000,1780399326000,2026-06-02 09:21:55
C30365,"-23,00754","-43,28445",1780399298000,56,550,1780399307000,1780399326000,2026-06-02 09:21:55
C30185,"-22,94115","-43,3418",1780399293000,8,766,1780399307000,1780399326000,2026-06-02 09:21:55
D13055,"-22,92687","-43,23374",1780399298000,0,636,1780399307000,1780399326000,2026-06-02 09:21:55
C30207,"-22,93203","-43,3938",1780399299000,24,831,1780399307000,1780399326000,2026-06-02 09:21:55
C30359,"-22,98843","-43,32542",1780399298000,7,343,1780399307000,1780399326000,2026-06-02 09:21:55
D13017,"-22,96683","-43,33563",1780399299000,0,863,1780399307000,1780399326000,2026-06-02 09:21:55
C47580,"-23,00131","-43,36834",1780399273000,17,552,1780399307000,1780399326000,2026-06-02 09:21:55
C13059,"-22,9816","-43,36534",1780399299000,47,614,1780399307000,1780399326000,2026-06-02 09:21:55
C47651,"-22,87079","-43,24619",1780399298000,8,361,1780399307000,1780399326000,2026-06-02 09:21:55
C47682,"-23,01354","-43,46239",1780399298000,27,553,1780399307000,1780399326000,2026-06-02 09:21:55
C47964,"-22,87511","-43,27119",1780399299000,12,2112,1780399307000,1780399326000,2026-06-02 09:21:55
C47529,"-23,00022","-43,40796",1780399298000,23,553,1780399307000,1780399326000,2026-06-02 09:21:55
C30045,"-22,99329","-43,3213",1780399300000,0,557,1780399307000,1780399326000,2026-06-02 09:21:55
D13154,"-22,94074","-43,36769",1780399299000,15,861,1780399307000,1780399326000,2026-06-02 09:21:55
D33375,"-22,90504","-43,26746",1780399296000,0,SV391,1780399307000,1780399333000,2026-06-02 09:21:55
D33209,"-22,88601","-43,40948",1780399294000,36,741,1780399307000,1780399333000,2026-06-02 09:21:55
D33220,"-22,88107","-43,46481",1780399295000,17,743,1780399307000,1780399333000,2026-06-02 09:21:55
D33292,"-22,90318","-43,56652",1780399296000,0,869,1780399307000,1780399333000,2026-06-02 09:21:55
D33239,"-22,86679","-43,51041",1780399295000,0,790,1780399307000,1780399333000,2026-06-02 09:21:55
D33316,"-22,88305","-43,49505",1780399167000,0,746,1780399307000,1780399333000,2026-06-02 09:21:55
D33113,"-22,85376","-43,38385",1780399297000,6,765,1780399307000,1780399333000,2026-06-02 09:21:55
D33108,"-22,84392","-43,37582",1780399295000,0,SV790,1780399307000,1780399333000,2026-06-02 09:21:55
D33235,"-22,87474","-43,45031",1780399296000,32,926,1780399307000,1780399333000,2026-06-02 09:21:55
D33082,"-22,90142","-43,55704",1780399294000,0,731,1780399307000,1780399333000,2026-06-02 09:21:55
D33319,"-22,83049","-43,34537",1780399237000,11,737,1780399307000,1780399333000,2026-06-02 09:21:55
D33309,"-22,87855","-43,57358",1780399296000,38,821,1780399307000,1780399333000,2026-06-02 09:21:55
D33319,"-22,83051","-43,34543",1780399239000,13,737,1780399307000,1780399333000,2026-06-02 09:21:55
D33241,"-22,87617","-43,52659",1780399296000,0,798,1780399307000,1780399333000,2026-06-02 09:21:55
D33208,"-22,90719","-43,58693",1780399297000,24,893,1780399307000,1780399333000,2026-06-02 09:21:55
D33326,"-22,85991","-43,40723",1780399296000,59,790,1780399307000,1780399333000,2026-06-02 09:21:55
D33180,"-22,89362","-43,62112",1780399297000,43,754,1780399307000,1780399333000,2026-06-02 09:21:55
D33319,"-22,83056","-43,34548",1780399241000,15,737,1780399307000,1780399333000,2026-06-02 09:21:55
D33296,"-22,90015","-43,56403",1780399297000,38,771,1780399307000,1780399333000,2026-06-02 09:21:55
D33293,"-22,89573","-43,44353",1780399297000,18,791,1780399307000,1780399333000,2026-06-02 09:21:55
D33317,"-22,87624","-43,46989",1780399297000,23,ESPECIAL,1780399307000,1780399333000,2026-06-02 09:21:55
D33356,"-22,87833","-43,34096",1780399297000,0,SV391,1780399307000,1780399333000,2026-06-02 09:21:55
D33319,"-22,83081","-43,34564",1780399247000,21,737,1780399307000,1780399333000,2026-06-02 09:21:55
D33426,"-22,87593","-43,41978",1780399297000,0,ESPECIAL,1780399307000,1780399333000,2026-06-02 09:21:55
D33319,"-22,83137","-43,34716",1780399277000,21,737,1780399307000,1780399333000,2026-06-02 09:21:55
D33319,"-22,8316","-43,34796",1780399293000,25,737,1780399307000,1780399333000,2026-06-02 09:21:55
D33084,"-22,86463","-43,43176",1780399298000,14,756,1780399307000,1780399333000,2026-06-02 09:21:55
D33319,"-22,83149","-43,34806",1780399295000,29,737,1780399307000,1780399333000,2026-06-02 09:21:55
D33133,"-22,83824","-43,36658",1780399297000,12,753,1780399307000,1780399333000,2026-06-02 09:21:55
D33185,"-22,85613","-43,49299",1780399296000,7,798,1780399307000,1780399333000,2026-06-02 09:21:55
D33160,"-22,91525","-43,68531",1780399298000,0,804,1780399307000,1780399333000,2026-06-02 09:21:55
D33087,"-22,86728","-43,47032",1780399298000,0,731,1780399307000,1780399333000,2026-06-02 09:21:55
D33164,"-22,93618","-43,68807",1780399296000,35,757,1780399307000,1780399333000,2026-06-02 09:21:55
D33307,"-22,87955","-43,4636",1780399298000,16,741,1780399307000,1780399333000,2026-06-02 09:21:55
D33072,"-22,84018","-43,3689",1780399298000,34,790,1780399307000,1780399333000,2026-06-02 09:21:55
D33239,"-22,86679","-43,51041",1780399297000,0,790,1780399307000,1780399333000,2026-06-02 09:21:55
D33247,"-22,87362","-43,55314",1780399299000,41,796,1780399307000,1780399333000,2026-06-02 09:21:55
D33058,"-22,90038","-43,56503",1780399299000,17,790,1780399307000,1780399333000,2026-06-02 09:21:55
D33188,"-22,87119","-43,41315",1780399297000,21,SV777,1780399307000,1780399333000,2026-06-02 09:21:55
D33070,"-22,87533","-43,44439",1780399298000,27,926,1780399307000,1780399333000,2026-06-02 09:21:55
D33250,"-22,88526","-43,3759",1780399297000,51,794,1780399307000,1780399333000,2026-06-02 09:21:55
D33245,"-22,89454","-43,56009",1780399298000,19,790,1780399307000,1780399333000,2026-06-02 09:21:55
D33355,"-22,90888","-43,18893",1780399299000,0,383,1780399307000,1780399333000,2026-06-02 09:21:55
D33317,"-22,87638","-43,46988",1780399299000,28,ESPECIAL,1780399307000,1780399333000,2026-06-02 09:21:55
D33275,"-22,88885","-43,52193",1780399298000,0,397,1780399307000,1780399331000,2026-06-02 09:21:55
D33080,"-22,82309","-43,32943",1780399298000,19,397,1780399307000,1780399331000,2026-06-02 09:21:55
D53929,"-22,84139","-43,25246",1780399299000,35,2310,1780399307000,1780399331000,2026-06-02 09:21:55
D33412,"-22,85657","-43,49591",1780399299000,55,759,1780399307000,1780399331000,2026-06-02 09:21:55
D53569,"-22,86064","-43,24809",1780399299000,16,388,1780399307000,1780399331000,2026-06-02 09:21:55
D53582,"-22,90537","-43,54444",1780399301000,11,848,1780399307000,1780399331000,2026-06-02 09:21:55
D53573,"-22,91685","-43,53357",1780399301000,0,846,1780399307000,1780399331000,2026-06-02 09:21:55
D53591,"-22,90165","-43,5547",1780399300000,1,848,1780399307000,1780399331000,2026-06-02 09:21:55
D33403,"-22,93724","-43,6678",1780399300000,16,759,1780399307000,1780399331000,2026-06-02 09:21:55
D53601,"-22,90506","-43,53919",1780399301000,11,894,1780399307000,1780399331000,2026-06-02 09:21:55
D53517,"-22,90862","-43,55106",1780399301000,16,846,1780399307000,1780399331000,2026-06-02 09:21:55
D53594,"-22,86037","-43,39101",1780399301000,29,393,1780399307000,1780399331000,2026-06-02 09:21:55
D53531,"-22,92702","-43,68916",1780399299000,0,3,1780399307000,1780399331000,2026-06-02 09:21:55
D33006,"-22,84387","-43,2504",1780399301000,7,393,1780399307000,1780399331000,2026-06-02 09:21:55
D53620,"-22,837","-43,25839",1780399301000,14,393,1780399307000,1780399331000,2026-06-02 09:21:55
D53624,"-22,93669","-43,66815",1780399304000,20,SP759,1780399307000,1780399331000,2026-06-02 09:21:55
D53501,"-22,87337","-43,34264",1780399302000,3,786,1780399307000,1780399331000,2026-06-02 09:21:55
D33007,"-22,87888","-43,42564",1780399302000,26,393,1780399307000,1780399331000,2026-06-02 09:21:55
D53503,"-22,90188","-43,55499",1780399303000,0,846,1780399307000,1780399331000,2026-06-02 09:21:55
D53600,"-22,84797","-43,38236",1780399304000,3,388,1780399307000,1780399331000,2026-06-02 09:21:55
D53513,"-22,8781","-43,24127",1780399303000,0,388,1780399307000,1780399331000,2026-06-02 09:21:55
D53605,"-22,86285","-43,5611",1780399305000,62,SP759,1780399307000,1780399331000,2026-06-02 09:21:55
D33396,"-22,85858","-43,46531",1780399304000,17,SR388,1780399307000,1780399331000,2026-06-02 09:21:55
D33249,"-22,81963","-43,28344",1780399304000,15,393,1780399307000,1780399331000,2026-06-02 09:21:55
D33246,"-22,83517","-43,36136",1780399306000,4,393,1780399307000,1780399331000,2026-06-02 09:21:55
B32591,"-22,90892","-43,17138",1780399303000,0,SR342,1780399307000,1780399336000,2026-06-02 09:21:55
B32819,"-22,85224","-43,38422",1780399302000,5,780,1780399307000,1780399336000,2026-06-02 09:21:55
B32527,"-22,89029","-43,21906",1780399299000,0,386,1780399307000,1780399336000,2026-06-02 09:21:55
B32797,"-22,86185","-43,39423",1780399299000,25,793,1780399307000,1780399336000,2026-06-02 09:21:55
B32626,"-22,88547","-43,30985",1780399302000,0,946,1780399307000,1780399336000,2026-06-02 09:21:55
B32509,"-22,84484","-43,39725",1780399301000,0,779,1780399307000,1780399336000,2026-06-02 09:21:55
B32540,"-22,85322","-43,38472",1780399302000,12,793,1780399307000,1780399336000,2026-06-02 09:21:55
B32806,"-22,90497","-43,19034",1780399300000,31,2305 - B,1780399307000,1780399336000,2026-06-02 09:21:55
B32546,"-22,83335","-43,26513",1780399303000,0,665,1780399307000,1780399336000,2026-06-02 09:21:55
B32633,"-22,88238","-43,29599",1780399303000,0,298,1780399307000,1780399336000,2026-06-02 09:21:55
B32525,"-22,88224","-43,32404",1780399304000,0,979,1780399307000,1780399336000,2026-06-02 09:21:55
B32811,"-22,89809","-43,27805",1780399302000,0,254,1780399307000,1780399336000,2026-06-02 09:21:55
B32599,"-22,84581","-43,2486",1780399303000,0,SR342,1780399307000,1780399336000,2026-06-02 09:21:55
D17515,"-22,88984","-43,5598",1780399307000,27,2336,1780399307000,1780399344000,2026-06-02 09:21:55
D33191,"-22,8787","-43,51187",1780399305000,0,737,1780399308000,1780399333000,2026-06-02 09:21:55
D33029,"-22,87798","-43,44804",1780399304000,42,745,1780399308000,1780399333000,2026-06-02 09:21:55
D33294,"-22,90038","-43,56501",1780399303000,16,771,1780399308000,1780399333000,2026-06-02 09:21:55
D33039,"-22,83219","-43,35454",1780399304000,26,771,1780399308000,1780399333000,2026-06-02 09:21:55
D33093,"-22,84319","-43,37456",1780399304000,0,757,1780399308000,1780399333000,2026-06-02 09:21:55
D33282,"-22,84269","-43,32162",1780399302000,24,926,1780399308000,1780399333000,2026-06-02 09:21:55
D33050,"-22,88507","-43,55602",1780399304000,15,798,1780399308000,1780399333000,2026-06-02 09:21:55
D33185,"-22,85605","-43,49278",1780399303000,12,798,1780399308000,1780399333000,2026-06-02 09:21:55
D33201,"-22,87797","-43,37329",1780399302000,35,745,1780399308000,1780399333000,2026-06-02 09:21:55
D33352,"-22,88066","-43,49272",1780399298000,36,746,1780399308000,1780399333000,2026-06-02 09:21:55
D33297,"-22,87965","-43,55495",1780399298000,39,770,1780399308000,1780399333000,2026-06-02 09:21:55
D33268,"-22,87571","-43,52644",1780399297000,11,826,1780399308000,1780399333000,2026-06-02 09:21:55
D33034,"-22,86324","-43,43947",1780399300000,25,771,1780399308000,1780399333000,2026-06-02 09:21:55
D33335,"-22,885","-43,40285",1780399300000,0,383,1780399308000,1780399333000,2026-06-02 09:21:55
D33096,"-22,86366","-43,43707",1780399300000,12,754,1780399308000,1780399333000,2026-06-02 09:21:55
D33222,"-22,88637","-43,60347",1780399298000,0,869,1780399308000,1780399333000,2026-06-02 09:21:55
D33231,"-22,8781","-43,4336",1780399299000,11,791,1780399308000,1780399333000,2026-06-02 09:21:55
D33248,"-22,85482","-43,38364",1780399299000,27,926,1780399308000,1780399333000,2026-06-02 09:21:55
D33220,"-22,88116","-43,46486",1780399299000,10,743,1780399308000,1780399333000,2026-06-02 09:21:55
D33128,"-22,92669","-43,69069",1780399300000,0,870,1780399308000,1780399333000,2026-06-02 09:21:55
D33156,"-22,83019","-43,34801",1780399301000,27,756,1780399308000,1780399333000,2026-06-02 09:21:55
D33051,"-22,89746","-43,55676",1780399298000,23,731,1780399308000,1780399333000,2026-06-02 09:21:55
D33370,"-22,91137","-43,23768",1780399163000,27,383,1780399308000,1780399333000,2026-06-02 09:21:55
D33311,"-22,85762","-43,53365",1780399299000,0,826,1780399308000,1780399333000,2026-06-02 09:21:55
D33211,"-22,89666","-43,54742",1780399299000,20,826,1780399308000,1780399333000,2026-06-02 09:21:55
D33312,"-22,89515","-43,44297",1780399301000,10,743,1780399308000,1780399333000,2026-06-02 09:21:55
D33143,"-22,85808","-43,47189",1780399301000,16,812,1780399308000,1780399333000,2026-06-02 09:21:55
D33174,"-22,86923","-43,43072",1780399299000,0,731,1780399308000,1780399333000,2026-06-02 09:21:55
D33370,"-22,91251","-43,23647",1780399182000,8,383,1780399308000,1780399333000,2026-06-02 09:21:55
D33309,"-22,87816","-43,57378",1780399300000,45,821,1780399308000,1780399333000,2026-06-02 09:21:55
D33370,"-22,91251","-43,23648",1780399212000,0,383,1780399308000,1780399333000,2026-06-02 09:21:55
D33199,"-22,90207","-43,56025",1780399300000,0,790,1780399308000,1780399333000,2026-06-02 09:21:55
D33370,"-22,91287","-43,23597",1780399242000,32,383,1780399308000,1780399333000,2026-06-02 09:21:55
D33058,"-22,90048","-43,56504",1780399301000,21,790,1780399308000,1780399333000,2026-06-02 09:21:55
D33167,"-22,85242","-43,54349",1780399301000,17,765,1780399308000,1780399333000,2026-06-02 09:21:55
D33071,"-22,84168","-43,31919",1780399300000,31,926,1780399308000,1780399333000,2026-06-02 09:21:55
D33226,"-22,90317","-43,56609",1780399300000,14,893,1780399308000,1780399333000,2026-06-02 09:21:55
D33370,"-22,91321","-43,23551",1780399272000,15,383,1780399308000,1780399333000,2026-06-02 09:21:55
D33370,"-22,91346","-43,23505",1780399302000,0,383,1780399308000,1780399333000,2026-06-02 09:21:55
D33178,"-22,85507","-43,54237",1780399302000,14,812,1780399308000,1780399333000,2026-06-02 09:21:55
D33065,"-22,89363","-43,45451",1780399301000,13,794,1780399308000,1780399333000,2026-06-02 09:21:55
D33091,"-22,85957","-43,50456",1780399301000,65,753,1780399308000,1780399333000,2026-06-02 09:21:55
D33079,"-22,89439","-43,45198",1780399302000,13,SV777,1780399308000,1780399333000,2026-06-02 09:21:55
D33265,"-22,87828","-43,3356",1780399302000,36,746,1780399308000,1780399333000,2026-06-02 09:21:55
D33158,"-22,87012","-43,43343",1780399302000,23,731,1780399308000,1780399333000,2026-06-02 09:21:55
D33232,"-22,87366","-43,55309",1780399300000,24,796,1780399308000,1780399333000,2026-06-02 09:21:55
D33369,"-22,8818","-43,32981",1780399302000,17,746,1780399308000,1780399333000,2026-06-02 09:21:55
D33266,"-22,87247","-43,44907",1780399205000,33,926,1780399308000,1780399333000,2026-06-02 09:21:55
D33102,"-22,88639","-43,39429",1780399302000,39,383,1780399308000,1780399333000,2026-06-02 09:21:55
D33159,"-22,85808","-43,46648",1780399304000,61,756,1780399308000,1780399333000,2026-06-02 09:21:55
D33197,"-22,88393","-43,43817",1780399301000,0,SV777,1780399308000,1780399333000,2026-06-02 09:21:55
D33266,"-22,87394","-43,44905",1780399235000,26,926,1780399308000,1780399333000,2026-06-02 09:21:55
D33301,"-22,88185","-43,32988",1780399303000,0,745,1780399308000,1780399333000,2026-06-02 09:21:55
D33367,"-22,8786","-43,42904",1780399301000,4,746,1780399308000,1780399333000,2026-06-02 09:21:55
D33266,"-22,87474","-43,44912",1780399251000,19,926,1780399308000,1780399333000,2026-06-02 09:21:55
D33337,"-22,8916","-43,42049",1780399302000,29,383,1780399308000,1780399333000,2026-06-02 09:21:55
D33250,"-22,88567","-43,37621",1780399301000,49,794,1780399308000,1780399333000,2026-06-02 09:21:55
D33266,"-22,87488","-43,44975",1780399264000,29,926,1780399308000,1780399333000,2026-06-02 09:21:55
D33269,"-22,8819","-43,58083",1780399302000,32,841,1780399308000,1780399333000,2026-06-02 09:21:55
D33266,"-22,8748","-43,45053",1780399272000,32,926,1780399308000,1780399333000,2026-06-02 09:21:55
D33233,"-22,85391","-43,38417",1780399303000,0,764,1780399308000,1780399333000,2026-06-02 09:21:55
D33229,"-22,88634","-43,4218",1780399302000,36,741,1780399308000,1780399333000,2026-06-02 09:21:55
D33266,"-22,87498","-43,45249",1780399302000,25,926,1780399308000,1780399333000,2026-06-02 09:21:55
D33254,"-22,86899","-43,48318",1780399302000,0,926,1780399308000,1780399333000,2026-06-02 09:21:55
D33267,"-22,86706","-43,33466",1780399302000,46,SV790,1780399308000,1780399333000,2026-06-02 09:21:55
D33374,"-22,87632","-43,42977",1780399302000,0,746,1780399308000,1780399333000,2026-06-02 09:21:55
D33332,"-22,8693","-43,412",1780399303000,46,926,1780399308000,1780399333000,2026-06-02 09:21:55
C47908,"-22,91661","-43,25409",1780399298000,0,2114,1780399308000,1780399326000,2026-06-02 09:21:55
C47639,"-22,95442","-43,17867",1780399301000,0,554,1780399308000,1780399326000,2026-06-02 09:21:55
C47605,"-22,93743","-43,33721",1780399300000,20,600,1780399308000,1780399326000,2026-06-02 09:21:55
D13126,"-22,93656","-43,35162",1780399300000,25,341,1780399308000,1780399326000,2026-06-02 09:21:55
C47776,"-22,96763","-43,35787",1780399299000,50,614,1780399308000,1780399326000,2026-06-02 09:21:55
C47461,"-22,95051","-43,19279",1780399300000,24,SV319,1780399308000,1780399326000,2026-06-02 09:21:55
D13253,"-22,9527","-43,34886",1780399299000,0,861,1780399308000,1780399326000,2026-06-02 09:21:55
C47864,"-22,90149","-43,27811",1780399300000,0,692,1780399308000,1780399326000,2026-06-02 09:21:55
D13067,"-22,91662","-43,3774",1780399300000,25,803,1780399308000,1780399326000,2026-06-02 09:21:55
D13165,"-22,97048","-43,33672",1780399299000,31,878,1780399308000,1780399326000,2026-06-02 09:21:55
C47506,"-23,0007","-43,39015",1780399298000,15,554,1780399308000,1780399326000,2026-06-02 09:21:55
C47679,"-22,89869","-43,21224",1780399242000,17,353,1780399308000,1780399326000,2026-06-02 09:21:55
C47888,"-22,95479","-43,35467",1780399295000,17,361,1780399308000,1780399326000,2026-06-02 09:21:55
D13021,"-23,01509","-43,51986",1780399299000,11,817,1780399308000,1780399326000,2026-06-02 09:21:55
C47679,"-22,89874","-43,21232",1780399244000,18,353,1780399308000,1780399326000,2026-06-02 09:21:55
C47743,"-22,9177","-43,24601",1780399299000,6,600,1780399308000,1780399326000,2026-06-02 09:21:55
D13034,"-22,8796","-43,49143",1780399300000,13,803,1780399308000,1780399326000,2026-06-02 09:21:55
D13157,"-22,95692","-43,3941",1780399298000,8,861,1780399308000,1780399326000,2026-06-02 09:21:55
C47685,"-22,92134","-43,37031",1780399300000,18,353,1780399308000,1780399326000,2026-06-02 09:21:55
C47649,"-22,93719","-43,33638",1780399299000,0,390,1780399308000,1780399326000,2026-06-02 09:21:55
C47683,"-23,00055","-43,34275",1780399298000,0,553,1780399308000,1780399326000,2026-06-02 09:21:55
C47679,"-22,89882","-43,21236",1780399246000,16,353,1780399308000,1780399326000,2026-06-02 09:21:55
D13072,"-22,91406","-43,37511",1780399300000,14,801,1780399308000,1780399326000,2026-06-02 09:21:55
C47769,"-22,92523","-43,28367",1780399240000,34,600,1780399308000,1780399326000,2026-06-02 09:21:55
D13277,"-22,91181","-43,23402",1780399301000,0,341,1780399308000,1780399326000,2026-06-02 09:21:55
C47870,"-22,99741","-43,36527",1780399300000,41,SV692,1780399308000,1780399326000,2026-06-02 09:21:55
D13236,"-22,95821","-43,35149",1780399299000,9,880,1780399308000,1780399326000,2026-06-02 09:21:55
