ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
A71542,-22.98407,-43.24304,2026-06-02 08:34:16-03:00,16,LECD138,2026-06-02 08:34:20-03:00,2026-06-02 08:34:23-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,4.0,3.0
B28604,-22.90413,-43.18754,2026-06-02 08:26:57-03:00,0,326,2026-06-02 08:27:06-03:00,2026-06-02 08:27:18-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,9.0,12.0
D33213,-22.9046,-43.59645,2026-06-02 08:24:33-03:00,38,841,2026-06-02 08:24:39-03:00,2026-06-02 08:24:49-03:00,2026-06-02 09:21:55,2026-06-02,8,24,Tuesday,6.0,10.0
D86335,-22.90156,-43.55563,2026-06-02 09:12:01-03:00,0,864,2026-06-02 09:12:08-03:00,2026-06-02 09:12:38-03:00,2026-06-02 09:21:55,2026-06-02,9,12,Tuesday,7.0,30.0
B27130,-22.87319,-43.26727,2026-06-02 08:49:58-03:00,0,311,2026-06-02 08:50:04-03:00,2026-06-02 08:50:26-03:00,2026-06-02 09:21:55,2026-06-02,8,49,Tuesday,6.0,22.0
A50193,-22.92383,-43.23235,2026-06-02 08:22:14-03:00,14,220,2026-06-02 08:22:19-03:00,2026-06-02 08:22:36-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,5.0,17.0
D33294,-22.88619,-43.55827,2026-06-02 08:39:10-03:00,46,770,2026-06-02 08:39:18-03:00,2026-06-02 08:39:46-03:00,2026-06-02 09:21:55,2026-06-02,8,39,Tuesday,8.0,28.0
D33184,-22.85069,-43.38413,2026-06-02 09:11:13-03:00,0,764,2026-06-02 09:11:26-03:00,2026-06-02 09:11:45-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,13.0,19.0
C47808,-22.90194,-43.18481,2026-06-02 08:44:48-03:00,27,SV319,2026-06-02 08:44:59-03:00,2026-06-02 08:45:17-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,11.0,18.0
D86173,-22.92381,-43.56831,2026-06-02 08:43:06-03:00,31,866,2026-06-02 08:43:07-03:00,2026-06-02 08:43:15-03:00,2026-06-02 09:21:55,2026-06-02,8,43,Tuesday,1.0,8.0
C30055,-23.00683,-43.30455,2026-06-02 08:35:50-03:00,18,343,2026-06-02 08:35:58-03:00,2026-06-02 08:36:02-03:00,2026-06-02 09:21:55,2026-06-02,8,35,Tuesday,8.0,4.0
A63513,-22.82794,-43.31991,2026-06-02 09:05:19-03:00,27,920,2026-06-02 09:05:30-03:00,2026-06-02 09:05:56-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,11.0,26.0
C50105,-23.00076,-43.33612,2026-06-02 08:28:24-03:00,0,301,2026-06-02 08:28:37-03:00,2026-06-02 08:28:45-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,13.0,8.0
C50047,-23.00158,-43.36546,2026-06-02 08:22:28-03:00,1,SP805,2026-06-02 08:22:37-03:00,2026-06-02 08:23:07-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,9.0,30.0
C51558,-22.88563,-43.30925,2026-06-02 09:15:25-03:00,0,371,2026-06-02 09:15:28-03:00,2026-06-02 09:15:32-03:00,2026-06-02 09:21:55,2026-06-02,9,15,Tuesday,3.0,4.0
D53929,-22.9036,-43.18602,2026-06-02 08:46:19-03:00,0,2310,2026-06-02 08:46:22-03:00,2026-06-02 08:46:43-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,3.0,21.0
D33383,-22.91225,-43.61273,2026-06-02 08:36:22-03:00,33,753,2026-06-02 08:36:27-03:00,2026-06-02 08:36:40-03:00,2026-06-02 09:21:55,2026-06-02,8,36,Tuesday,5.0,13.0
D86178,-22.92077,-43.55106,2026-06-02 09:00:27-03:00,3,835,2026-06-02 09:00:37-03:00,2026-06-02 09:00:47-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,10.0,10.0
D33272,-22.86474,-43.41892,2026-06-02 08:23:16-03:00,34,SR397,2026-06-02 08:23:21-03:00,2026-06-02 08:23:43-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,5.0,22.0
B51638,-22.90352,-43.18552,2026-06-02 08:53:23-03:00,0,371,2026-06-02 08:53:34-03:00,2026-06-02 08:54:04-03:00,2026-06-02 09:21:55,2026-06-02,8,53,Tuesday,11.0,30.0
D86274,-22.97798,-43.6775,2026-06-02 09:06:09-03:00,11,872,2026-06-02 09:06:17-03:00,2026-06-02 09:06:27-03:00,2026-06-02 09:21:55,2026-06-02,9,6,Tuesday,8.0,10.0
C30186,-22.942,-43.34517,2026-06-02 08:26:28-03:00,11,550,2026-06-02 08:26:36-03:00,2026-06-02 08:26:47-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,8.0,11.0
B63071,-22.82187,-43.36821,2026-06-02 08:46:27-03:00,25,920,2026-06-02 08:46:38-03:00,2026-06-02 08:47:03-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,11.0,25.0
A71567,-22.97042,-43.18613,2026-06-02 09:13:56-03:00,1,169,2026-06-02 09:14:03-03:00,2026-06-02 09:14:13-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,7.0,10.0
A71525,-22.95572,-43.19647,2026-06-02 08:44:34-03:00,0,409,2026-06-02 08:44:40-03:00,2026-06-02 08:45:07-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,6.0,27.0
C27097,-22.82783,-43.32223,2026-06-02 09:08:07-03:00,0,940,2026-06-02 09:08:14-03:00,2026-06-02 09:08:24-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,7.0,10.0
A71591,-22.88888,-43.29262,2026-06-02 08:59:07-03:00,22,100,2026-06-02 08:59:19-03:00,2026-06-02 08:59:25-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,12.0,6.0
C47467,-22.90854,-43.31469,2026-06-02 09:18:03-03:00,56,693,2026-06-02 09:19:01-03:00,2026-06-02 09:19:12-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,58.0,11.0
B25588,-22.92987,-43.23745,2026-06-02 09:04:45-03:00,17,606,2026-06-02 09:04:50-03:00,2026-06-02 09:05:01-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,5.0,11.0
B71065,-22.98567,-43.19109,2026-06-02 09:08:37-03:00,14,455,2026-06-02 09:08:47-03:00,2026-06-02 09:09:07-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,10.0,20.0
A72147,-22.91901,-43.18326,2026-06-02 08:45:29-03:00,8,007,2026-06-02 08:45:39-03:00,2026-06-02 08:45:46-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,10.0,7.0
C27049,-22.8295,-43.27639,2026-06-02 09:06:11-03:00,0,975,2026-06-02 09:06:19-03:00,2026-06-02 09:06:21-03:00,2026-06-02 09:21:55,2026-06-02,9,6,Tuesday,8.0,2.0
A50083,-22.94356,-43.25504,2026-06-02 08:38:02-03:00,5,603,2026-06-02 08:38:10-03:00,2026-06-02 08:38:29-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,8.0,19.0
A48068,-22.9641,-43.20284,2026-06-02 09:11:20-03:00,7,162,2026-06-02 09:11:33-03:00,2026-06-02 09:12:00-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,13.0,27.0
C47639,-22.9923,-43.25441,2026-06-02 09:13:58-03:00,16,554,2026-06-02 09:14:06-03:00,2026-06-02 09:14:35-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,8.0,29.0
B28570,-22.86542,-43.23042,2026-06-02 08:27:46-03:00,8,321,2026-06-02 08:27:48-03:00,2026-06-02 08:28:19-03:00,2026-06-02 09:21:55,2026-06-02,8,27,Tuesday,2.0,31.0
B44691,-22.89593,-43.30165,2026-06-02 08:34:27-03:00,18,LECD140,2026-06-02 08:34:48-03:00,2026-06-02 08:35:19-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,21.0,31.0
C30365,-22.9398,-43.3436,2026-06-02 09:13:13-03:00,0,550,2026-06-02 09:13:22-03:00,2026-06-02 09:13:34-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,9.0,12.0
C11906,-22.90301,-43.27697,2026-06-02 08:36:10-03:00,0,2345,2026-06-02 08:36:18-03:00,2026-06-02 08:36:49-03:00,2026-06-02 09:21:55,2026-06-02,8,36,Tuesday,8.0,31.0
C50129,-22.95935,-43.20106,2026-06-02 09:17:53-03:00,0,319,2026-06-02 09:17:58-03:00,2026-06-02 09:18:25-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,5.0,27.0
A63519,-22.98515,-43.2216,2026-06-02 09:13:08-03:00,5,104,2026-06-02 09:13:18-03:00,2026-06-02 09:13:37-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,10.0,19.0
D33081,-22.84283,-43.33553,2026-06-02 08:30:09-03:00,17,926,2026-06-02 08:30:17-03:00,2026-06-02 08:30:29-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,8.0,12.0
C47667,-22.9731,-43.40275,2026-06-02 09:12:02-03:00,52,613,2026-06-02 09:12:08-03:00,2026-06-02 09:12:31-03:00,2026-06-02 09:21:55,2026-06-02,9,12,Tuesday,6.0,23.0
D33131,-22.89796,-43.55879,2026-06-02 09:04:56-03:00,0,731,2026-06-02 09:05:06-03:00,2026-06-02 09:05:33-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,10.0,27.0
D33297,-22.86588,-43.55109,2026-06-02 08:58:27-03:00,7,770,2026-06-02 08:58:28-03:00,2026-06-02 08:58:51-03:00,2026-06-02 09:21:55,2026-06-02,8,58,Tuesday,1.0,23.0
A50031,-22.96555,-43.18988,2026-06-02 08:23:59-03:00,0,435,2026-06-02 08:24:04-03:00,2026-06-02 08:24:09-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,5.0,5.0
C50006,-22.9314,-43.23891,2026-06-02 08:38:37-03:00,40,645,2026-06-02 08:38:40-03:00,2026-06-02 08:39:00-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,3.0,20.0
B58064,-22.90067,-43.17847,2026-06-02 08:22:20-03:00,0,312,2026-06-02 08:22:28-03:00,2026-06-02 08:22:45-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,8.0,17.0
B28572,-22.86342,-43.2354,2026-06-02 08:39:20-03:00,6,492,2026-06-02 08:39:28-03:00,2026-06-02 08:39:33-03:00,2026-06-02 09:21:55,2026-06-02,8,39,Tuesday,8.0,5.0
A71571,-22.98465,-43.19744,2026-06-02 08:52:43-03:00,0,169,2026-06-02 08:52:46-03:00,2026-06-02 08:53:17-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,3.0,31.0
D17142,-22.91549,-43.68832,2026-06-02 09:07:25-03:00,14,849,2026-06-02 09:07:34-03:00,2026-06-02 09:07:54-03:00,2026-06-02 09:21:55,2026-06-02,9,7,Tuesday,9.0,20.0
B58023,-22.92056,-43.22346,2026-06-02 08:24:14-03:00,7,623,2026-06-02 08:24:24-03:00,2026-06-02 08:24:47-03:00,2026-06-02 09:21:55,2026-06-02,8,24,Tuesday,10.0,23.0
C30042,-22.93749,-43.33761,2026-06-02 08:39:21-03:00,22,565,2026-06-02 08:39:32-03:00,2026-06-02 08:40:09-03:00,2026-06-02 09:21:55,2026-06-02,8,39,Tuesday,11.0,37.0
B25509,-22.90048,-43.29024,2026-06-02 08:45:53-03:00,13,232,2026-06-02 08:45:57-03:00,2026-06-02 08:46:15-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,4.0,18.0
D86039,-22.92461,-43.63499,2026-06-02 09:17:33-03:00,0,897,2026-06-02 09:17:39-03:00,2026-06-02 09:17:47-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,6.0,8.0
D86118,-22.90876,-43.55979,2026-06-02 08:37:11-03:00,11,854,2026-06-02 08:37:18-03:00,2026-06-02 08:37:35-03:00,2026-06-02 09:21:55,2026-06-02,8,37,Tuesday,7.0,17.0
A50142,-22.91654,-43.2097,2026-06-02 08:55:32-03:00,35,302,2026-06-02 08:55:35-03:00,2026-06-02 08:55:53-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,3.0,18.0
B31043,-22.89307,-43.2162,2026-06-02 08:26:05-03:00,55,497,2026-06-02 08:26:15-03:00,2026-06-02 08:26:42-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,10.0,27.0
D13231,-22.98766,-43.32858,2026-06-02 09:07:20-03:00,29,863,2026-06-02 09:07:32-03:00,2026-06-02 09:07:53-03:00,2026-06-02 09:21:55,2026-06-02,9,7,Tuesday,12.0,21.0
C30092,-22.95268,-43.35381,2026-06-02 09:03:12-03:00,30,550,2026-06-02 09:03:18-03:00,2026-06-02 09:03:46-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,6.0,28.0
A72070,-22.9312,-43.17947,2026-06-02 09:02:06-03:00,0,422,2026-06-02 09:02:15-03:00,2026-06-02 09:02:37-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,9.0,22.0
C50139,-22.93156,-43.2396,2026-06-02 08:49:10-03:00,23,301,2026-06-02 08:49:14-03:00,2026-06-02 08:49:44-03:00,2026-06-02 09:21:55,2026-06-02,8,49,Tuesday,4.0,30.0
C27172,-22.85686,-43.32268,2026-06-02 08:37:01-03:00,22,940,2026-06-02 08:37:10-03:00,2026-06-02 08:37:38-03:00,2026-06-02 09:21:55,2026-06-02,8,37,Tuesday,9.0,28.0
A29028,-22.83352,-43.3279,2026-06-02 08:41:40-03:00,11,350,2026-06-02 08:41:49-03:00,2026-06-02 08:42:09-03:00,2026-06-02 09:21:55,2026-06-02,8,41,Tuesday,9.0,20.0
A72161,-22.91329,-43.18079,2026-06-02 08:59:13-03:00,0,010,2026-06-02 08:59:24-03:00,2026-06-02 08:59:33-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,11.0,9.0
C50113,-23.00092,-43.33479,2026-06-02 09:02:19-03:00,13,SV319,2026-06-02 09:03:30-03:00,2026-06-02 09:03:34-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,71.0,4.0
C47600,-22.94594,-43.36275,2026-06-02 08:30:00-03:00,6,600,2026-06-02 08:30:08-03:00,2026-06-02 08:30:22-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,8.0,14.0
D13225,-22.95611,-43.3479,2026-06-02 08:36:26-03:00,12,880,2026-06-02 08:36:31-03:00,2026-06-02 08:37:03-03:00,2026-06-02 09:21:55,2026-06-02,8,36,Tuesday,5.0,32.0
A29188,-22.96265,-43.20417,2026-06-02 09:03:03-03:00,0,LECD133,2026-06-02 09:03:06-03:00,2026-06-02 09:03:36-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,3.0,30.0
D86035,-22.96523,-43.64772,2026-06-02 09:13:54-03:00,0,897,2026-06-02 09:14:04-03:00,2026-06-02 09:14:11-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,10.0,7.0
B10148,-22.84526,-43.24017,2026-06-02 08:48:39-03:00,27,328,2026-06-02 08:48:46-03:00,2026-06-02 08:49:04-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,7.0,18.0
D86029,-22.9128,-43.5642,2026-06-02 09:07:56-03:00,18,855,2026-06-02 09:08:02-03:00,2026-06-02 09:08:31-03:00,2026-06-02 09:21:55,2026-06-02,9,7,Tuesday,6.0,29.0
B44571,-22.88654,-43.29867,2026-06-02 09:09:09-03:00,13,638,2026-06-02 09:09:50-03:00,2026-06-02 09:10:19-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,41.0,29.0
D33306,-22.8908,-43.64459,2026-06-02 08:44:19-03:00,0,893,2026-06-02 08:44:24-03:00,2026-06-02 08:44:25-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,5.0,1.0
D86184,-22.90434,-43.55661,2026-06-02 08:53:08-03:00,0,837,2026-06-02 08:53:10-03:00,2026-06-02 08:53:34-03:00,2026-06-02 09:21:55,2026-06-02,8,53,Tuesday,2.0,24.0
D86345,-22.88331,-43.49147,2026-06-02 09:03:41-03:00,0,864,2026-06-02 09:03:49-03:00,2026-06-02 09:03:53-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,8.0,4.0
A48014,-22.96312,-43.16902,2026-06-02 08:29:05-03:00,37,539,2026-06-02 08:29:23-03:00,2026-06-02 08:29:31-03:00,2026-06-02 09:21:55,2026-06-02,8,29,Tuesday,18.0,8.0
D17520,-22.87528,-43.5548,2026-06-02 09:21:00-03:00,0,2336,2026-06-02 09:21:09-03:00,2026-06-02 09:21:10-03:00,2026-06-02 09:21:55,2026-06-02,9,21,Tuesday,9.0,1.0
B28542,-22.80959,-43.20862,2026-06-02 08:50:42-03:00,14,324,2026-06-02 08:50:46-03:00,2026-06-02 08:50:48-03:00,2026-06-02 09:21:55,2026-06-02,8,50,Tuesday,4.0,2.0
B58066,-22.86673,-43.26958,2026-06-02 08:48:08-03:00,35,312,2026-06-02 08:48:10-03:00,2026-06-02 08:48:17-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,2.0,7.0
B44502,-22.90598,-43.2685,2026-06-02 08:27:52-03:00,14,638,2026-06-02 08:28:10-03:00,2026-06-02 08:28:39-03:00,2026-06-02 09:21:55,2026-06-02,8,27,Tuesday,18.0,29.0
D33147,-22.86225,-43.45318,2026-06-02 08:26:30-03:00,9,731,2026-06-02 08:26:37-03:00,2026-06-02 08:26:52-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,7.0,15.0
D86159,-22.90333,-43.55655,2026-06-02 09:08:40-03:00,3,843,2026-06-02 09:08:45-03:00,2026-06-02 09:09:03-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,5.0,18.0
B28566,-22.80623,-43.21394,2026-06-02 08:35:11-03:00,46,321,2026-06-02 08:35:14-03:00,2026-06-02 08:35:28-03:00,2026-06-02 09:21:55,2026-06-02,8,35,Tuesday,3.0,14.0
D13126,-22.9245,-43.2927,2026-06-02 09:02:41-03:00,23,341,2026-06-02 09:02:46-03:00,2026-06-02 09:03:15-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,5.0,29.0
B25600,-22.91003,-43.27963,2026-06-02 08:59:39-03:00,27,232,2026-06-02 08:59:45-03:00,2026-06-02 08:59:55-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,6.0,10.0
D33321,-22.876,-43.55473,2026-06-02 09:21:21-03:00,29,796,2026-06-02 09:21:27-03:00,2026-06-02 09:21:34-03:00,2026-06-02 09:21:55,2026-06-02,9,21,Tuesday,6.0,7.0
A48031,-22.95884,-43.17712,2026-06-02 09:11:38-03:00,12,LECD138,2026-06-02 09:12:37-03:00,2026-06-02 09:13:02-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,59.0,25.0
B44585,-22.84828,-43.30605,2026-06-02 09:07:37-03:00,33,721,2026-06-02 09:07:45-03:00,2026-06-02 09:08:15-03:00,2026-06-02 09:21:55,2026-06-02,9,7,Tuesday,8.0,30.0
D13319,-22.93974,-43.33752,2026-06-02 08:44:42-03:00,25,SV878,2026-06-02 08:44:49-03:00,2026-06-02 08:45:17-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,7.0,28.0
C47611,-23.00152,-43.36491,2026-06-02 08:46:46-03:00,0,319,2026-06-02 08:46:57-03:00,2026-06-02 08:47:20-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,11.0,23.0
C51538,-22.90048,-43.3499,2026-06-02 09:05:37-03:00,3,371,2026-06-02 09:05:44-03:00,2026-06-02 09:05:49-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,7.0,5.0
C44656,-22.82527,-43.33245,2026-06-02 09:10:52-03:00,0,712,2026-06-02 09:10:53-03:00,2026-06-02 09:11:21-03:00,2026-06-02 09:21:55,2026-06-02,9,10,Tuesday,1.0,28.0
A48085,-22.94197,-43.25295,2026-06-02 08:35:22-03:00,0,415,2026-06-02 08:35:38-03:00,2026-06-02 08:35:42-03:00,2026-06-02 09:21:55,2026-06-02,8,35,Tuesday,16.0,4.0
B11509,-22.83744,-43.36531,2026-06-02 08:59:08-03:00,14,669,2026-06-02 08:59:15-03:00,2026-06-02 08:59:17-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,7.0,2.0
A29075,-22.90178,-43.21651,2026-06-02 09:08:14-03:00,12,473,2026-06-02 09:08:20-03:00,2026-06-02 09:08:43-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,6.0,23.0
B11611,-22.90387,-43.27869,2026-06-02 09:21:00-03:00,48,363,2026-06-02 09:21:11-03:00,2026-06-02 09:21:16-03:00,2026-06-02 09:21:55,2026-06-02,9,21,Tuesday,11.0,5.0
B27033,-22.87242,-43.33919,2026-06-02 08:25:48-03:00,25,774,2026-06-02 08:25:51-03:00,2026-06-02 08:26:22-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,3.0,31.0
A72064,-22.90555,-43.19264,2026-06-02 08:53:22-03:00,21,422,2026-06-02 08:53:26-03:00,2026-06-02 08:53:56-03:00,2026-06-02 09:21:55,2026-06-02,8,53,Tuesday,4.0,30.0
A48029,-22.91359,-43.1735,2026-06-02 08:38:29-03:00,66,415,2026-06-02 08:38:47-03:00,2026-06-02 08:39:15-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,18.0,28.0
B32557,-22.81362,-43.37728,2026-06-02 08:37:54-03:00,16,SR399,2026-06-02 08:37:58-03:00,2026-06-02 08:38:06-03:00,2026-06-02 09:21:55,2026-06-02,8,37,Tuesday,4.0,8.0
C50045,-22.97021,-43.28092,2026-06-02 08:36:48-03:00,0,645,2026-06-02 08:36:55-03:00,2026-06-02 08:36:57-03:00,2026-06-02 09:21:55,2026-06-02,8,36,Tuesday,7.0,2.0
A29136,-22.95086,-43.18167,2026-06-02 08:25:09-03:00,1,513,2026-06-02 08:25:20-03:00,2026-06-02 08:25:48-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,11.0,28.0
C50141,-22.9804,-43.29266,2026-06-02 08:31:57-03:00,24,301,2026-06-02 08:32:10-03:00,2026-06-02 08:32:20-03:00,2026-06-02 09:21:55,2026-06-02,8,31,Tuesday,13.0,10.0
C44615,-22.8773,-43.24165,2026-06-02 09:20:21-03:00,53,355,2026-06-02 09:20:30-03:00,2026-06-02 09:20:37-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,9.0,7.0
D33415,-22.89443,-43.67688,2026-06-02 09:12:09-03:00,50,SP759,2026-06-02 09:12:20-03:00,2026-06-02 09:12:46-03:00,2026-06-02 09:21:55,2026-06-02,9,12,Tuesday,11.0,26.0
D86137,-22.96653,-43.62172,2026-06-02 08:40:19-03:00,51,838,2026-06-02 08:40:28-03:00,2026-06-02 08:40:40-03:00,2026-06-02 09:21:55,2026-06-02,8,40,Tuesday,9.0,12.0
B11649,-22.90003,-43.28008,2026-06-02 09:16:43-03:00,3,651,2026-06-02 09:16:48-03:00,2026-06-02 09:17:11-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,5.0,23.0
D18502,-22.82871,-43.34474,2026-06-02 08:46:09-03:00,44,2336,2026-06-02 08:46:12-03:00,2026-06-02 08:46:38-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,3.0,26.0
B32534,-22.90911,-43.17113,2026-06-02 09:15:25-03:00,0,SR342,2026-06-02 09:15:32-03:00,2026-06-02 09:15:56-03:00,2026-06-02 09:21:55,2026-06-02,9,15,Tuesday,7.0,24.0
C47888,-22.87535,-43.27163,2026-06-02 08:46:01-03:00,8,361,2026-06-02 08:46:04-03:00,2026-06-02 08:46:19-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,3.0,15.0
A71522,-22.92853,-43.23073,2026-06-02 08:28:23-03:00,14,409,2026-06-02 08:28:28-03:00,2026-06-02 08:28:46-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,5.0,18.0
B10146,-22.86518,-43.22997,2026-06-02 09:02:38-03:00,0,323,2026-06-02 09:02:45-03:00,2026-06-02 09:02:53-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,7.0,8.0
C13008,-22.87973,-43.2702,2026-06-02 08:44:05-03:00,6,611,2026-06-02 08:44:17-03:00,2026-06-02 08:44:46-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,12.0,29.0
B25551,-22.90564,-43.31099,2026-06-02 08:45:38-03:00,9,249,2026-06-02 08:45:46-03:00,2026-06-02 08:45:55-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,8.0,9.0
C47747,-22.93952,-43.33675,2026-06-02 08:57:49-03:00,11,390,2026-06-02 08:57:52-03:00,2026-06-02 08:58:07-03:00,2026-06-02 09:21:55,2026-06-02,8,57,Tuesday,3.0,15.0
A72169,-22.917,-43.1845,2026-06-02 09:03:47-03:00,12,007,2026-06-02 09:03:50-03:00,2026-06-02 09:04:10-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,3.0,20.0
D17060,-22.90876,-43.59612,2026-06-02 09:20:30-03:00,0,868,2026-06-02 09:20:32-03:00,2026-06-02 09:20:40-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,2.0,8.0
C27079,-22.82824,-43.27318,2026-06-02 08:53:14-03:00,3,SR355,2026-06-02 08:53:34-03:00,2026-06-02 08:54:01-03:00,2026-06-02 09:21:55,2026-06-02,8,53,Tuesday,20.0,27.0
C47502,-22.92251,-43.37418,2026-06-02 09:09:49-03:00,8,600,2026-06-02 09:09:51-03:00,2026-06-02 09:09:58-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,2.0,7.0
B10086,-22.92287,-43.23251,2026-06-02 09:04:14-03:00,24,SP635,2026-06-02 09:04:18-03:00,2026-06-02 09:04:24-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,4.0,6.0
B31077,-22.84062,-43.27105,2026-06-02 09:14:28-03:00,35,483,2026-06-02 09:14:33-03:00,2026-06-02 09:14:43-03:00,2026-06-02 09:21:55,2026-06-02,9,14,Tuesday,5.0,10.0
C30219,-22.93914,-43.36821,2026-06-02 08:29:28-03:00,19,900,2026-06-02 08:29:37-03:00,2026-06-02 08:29:50-03:00,2026-06-02 09:21:55,2026-06-02,8,29,Tuesday,9.0,13.0
D17520,-22.89154,-43.21486,2026-06-02 08:32:57-03:00,31,2336,2026-06-02 08:33:07-03:00,2026-06-02 08:33:08-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,10.0,1.0
B11596,-22.90232,-43.26511,2026-06-02 08:52:19-03:00,0,363,2026-06-02 08:52:28-03:00,2026-06-02 08:52:38-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,9.0,10.0
C13135,-22.92654,-43.23485,2026-06-02 09:19:45-03:00,0,636,2026-06-02 09:19:55-03:00,2026-06-02 09:20:14-03:00,2026-06-02 09:21:55,2026-06-02,9,19,Tuesday,10.0,19.0
C30177,-22.87686,-43.33693,2026-06-02 08:43:11-03:00,4,766,2026-06-02 08:43:15-03:00,2026-06-02 08:43:45-03:00,2026-06-02 09:21:55,2026-06-02,8,43,Tuesday,4.0,30.0
