ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
C27186,-22.85694,-43.32909,2026-06-02 08:23:49-03:00,0,LECD142,2026-06-02 08:23:55-03:00,2026-06-02 08:24:19-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,6.0,24.0
C27073,-22.84426,-43.32523,2026-06-02 09:09:33-03:00,0,LECD142,2026-06-02 09:09:39-03:00,2026-06-02 09:09:56-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,6.0,17.0
B28573,-22.90887,-43.17071,2026-06-02 09:20:02-03:00,0,321,2026-06-02 09:20:07-03:00,2026-06-02 09:20:29-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,5.0,22.0
D13263,-22.91294,-43.26591,2026-06-02 08:40:25-03:00,27,636,2026-06-02 08:40:35-03:00,2026-06-02 08:40:41-03:00,2026-06-02 09:21:55,2026-06-02,8,40,Tuesday,10.0,6.0
A48058,-22.98418,-43.20821,2026-06-02 08:58:13-03:00,5,539,2026-06-02 08:58:29-03:00,2026-06-02 08:58:43-03:00,2026-06-02 09:21:55,2026-06-02,8,58,Tuesday,16.0,14.0
D13041,-22.91607,-43.37784,2026-06-02 08:33:33-03:00,27,601,2026-06-02 08:33:43-03:00,2026-06-02 08:33:57-03:00,2026-06-02 09:21:55,2026-06-02,8,33,Tuesday,10.0,14.0
D13046,-22.91937,-43.40109,2026-06-02 08:38:22-03:00,23,601,2026-06-02 08:38:28-03:00,2026-06-02 08:38:36-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,6.0,8.0
D33202,-22.89191,-43.58791,2026-06-02 09:13:23-03:00,36,842,2026-06-02 09:13:33-03:00,2026-06-02 09:13:49-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,10.0,16.0
B71050,-22.91378,-43.1954,2026-06-02 08:38:19-03:00,36,LECD132,2026-06-02 08:38:25-03:00,2026-06-02 08:38:28-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,6.0,3.0
A48004,-22.91553,-43.20819,2026-06-02 08:26:56-03:00,7,415,2026-06-02 08:29:55-03:00,2026-06-02 08:30:03-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,179.0,8.0
C44629,-22.83321,-43.32877,2026-06-02 09:20:06-03:00,11,LECD140,2026-06-02 09:20:18-03:00,2026-06-02 09:20:37-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,12.0,19.0
C47460,-22.92448,-43.29296,2026-06-02 08:35:23-03:00,22,600,2026-06-02 08:35:27-03:00,2026-06-02 08:36:01-03:00,2026-06-02 09:21:55,2026-06-02,8,35,Tuesday,4.0,34.0
D12137,-22.99997,-43.34158,2026-06-02 08:59:11-03:00,33,2802,2026-06-02 08:59:18-03:00,2026-06-02 08:59:48-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,7.0,30.0
B11622,-22.90587,-43.24067,2026-06-02 09:10:07-03:00,44,363,2026-06-02 09:10:12-03:00,2026-06-02 09:10:33-03:00,2026-06-02 09:21:55,2026-06-02,9,10,Tuesday,5.0,21.0
D17515,-22.90307,-43.56545,2026-06-02 08:28:27-03:00,33,2336,2026-06-02 08:28:29-03:00,2026-06-02 08:28:32-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,2.0,3.0
C11905,-22.91034,-43.2291,2026-06-02 09:16:05-03:00,60,2345,2026-06-02 09:16:17-03:00,2026-06-02 09:16:41-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,12.0,24.0
B11600,-22.87899,-43.33043,2026-06-02 09:10:54-03:00,55,908,2026-06-02 09:11:04-03:00,2026-06-02 09:11:34-03:00,2026-06-02 09:21:55,2026-06-02,9,10,Tuesday,10.0,30.0
D13340,-22.92569,-43.23467,2026-06-02 08:33:26-03:00,0,636,2026-06-02 08:33:32-03:00,2026-06-02 08:33:57-03:00,2026-06-02 09:21:55,2026-06-02,8,33,Tuesday,6.0,25.0
C50027,-22.98593,-43.45815,2026-06-02 08:58:58-03:00,0,810,2026-06-02 08:59:06-03:00,2026-06-02 08:59:28-03:00,2026-06-02 09:21:55,2026-06-02,8,58,Tuesday,8.0,22.0
C47784,-22.93736,-43.38302,2026-06-02 08:34:25-03:00,33,390,2026-06-02 08:36:09-03:00,2026-06-02 08:36:32-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,104.0,23.0
D33115,-22.85143,-43.35225,2026-06-02 08:54:28-03:00,20,790,2026-06-02 08:54:35-03:00,2026-06-02 08:54:45-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,7.0,10.0
B28534,-22.86302,-43.24816,2026-06-02 08:54:10-03:00,0,329,2026-06-02 08:54:50-03:00,2026-06-02 08:54:54-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,40.0,4.0
B51535,-22.85139,-43.39378,2026-06-02 09:15:47-03:00,35,GARAGEM,2026-06-02 09:15:59-03:00,2026-06-02 09:16:03-03:00,2026-06-02 09:21:55,2026-06-02,9,15,Tuesday,12.0,4.0
C50029,-23.01142,-43.30496,2026-06-02 08:59:24-03:00,0,SP805,2026-06-02 08:59:27-03:00,2026-06-02 08:59:28-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,3.0,1.0
C30036,-22.91544,-43.36108,2026-06-02 08:38:45-03:00,22,610,2026-06-02 08:38:49-03:00,2026-06-02 08:39:07-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,4.0,18.0
B28713,-22.80782,-43.20709,2026-06-02 09:08:33-03:00,34,2343,2026-06-02 09:08:36-03:00,2026-06-02 09:09:13-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,3.0,37.0
D33133,-22.85225,-43.39,2026-06-02 08:36:37-03:00,28,753,2026-06-02 08:36:48-03:00,2026-06-02 08:37:11-03:00,2026-06-02 09:21:55,2026-06-02,8,36,Tuesday,11.0,23.0
D33143,-22.84873,-43.52377,2026-06-02 08:46:51-03:00,11,812,2026-06-02 08:47:01-03:00,2026-06-02 08:47:30-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,10.0,29.0
D33239,-22.87288,-43.51347,2026-06-02 09:13:26-03:00,43,790,2026-06-02 09:13:33-03:00,2026-06-02 09:13:49-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,7.0,16.0
C47540,-22.92759,-43.3593,2026-06-02 08:45:06-03:00,20,691,2026-06-02 08:45:11-03:00,2026-06-02 08:45:18-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,5.0,7.0
D53561,-22.90151,-43.55515,2026-06-02 08:37:46-03:00,11,847,2026-06-02 08:37:50-03:00,2026-06-02 08:38:02-03:00,2026-06-02 09:21:55,2026-06-02,8,37,Tuesday,4.0,12.0
C51526,-22.88759,-43.28493,2026-06-02 08:50:21-03:00,25,371,2026-06-02 08:50:27-03:00,2026-06-02 08:50:29-03:00,2026-06-02 09:21:55,2026-06-02,8,50,Tuesday,6.0,2.0
B71020,-22.90474,-43.2886,2026-06-02 08:32:04-03:00,0,247,2026-06-02 08:32:13-03:00,2026-06-02 08:32:20-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,9.0,7.0
A71508,-22.90126,-43.18941,2026-06-02 09:02:11-03:00,15,100,2026-06-02 09:02:14-03:00,2026-06-02 09:02:29-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,3.0,15.0
B63029,-22.89617,-43.2024,2026-06-02 08:52:38-03:00,0,167,2026-06-02 08:52:51-03:00,2026-06-02 08:53:10-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,13.0,19.0
C30037,-22.95823,-43.35228,2026-06-02 09:11:03-03:00,0,932,2026-06-02 09:11:05-03:00,2026-06-02 09:11:29-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,2.0,24.0
B11600,-22.86611,-43.30194,2026-06-02 08:56:29-03:00,5,908,2026-06-02 08:56:39-03:00,2026-06-02 08:56:43-03:00,2026-06-02 09:21:55,2026-06-02,8,56,Tuesday,10.0,4.0
B71088,-22.90407,-43.26278,2026-06-02 09:00:34-03:00,31,247,2026-06-02 09:00:41-03:00,2026-06-02 09:00:56-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,7.0,15.0
D86340,-23.00662,-43.54049,2026-06-02 08:33:25-03:00,32,867,2026-06-02 08:33:29-03:00,2026-06-02 08:33:58-03:00,2026-06-02 09:21:55,2026-06-02,8,33,Tuesday,4.0,29.0
D53501,-22.86725,-43.35296,2026-06-02 08:25:48-03:00,24,786,2026-06-02 08:25:58-03:00,2026-06-02 08:26:16-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,10.0,18.0
D13200,-22.8904,-43.39075,2026-06-02 08:40:42-03:00,39,801,2026-06-02 08:42:09-03:00,2026-06-02 08:42:44-03:00,2026-06-02 09:21:55,2026-06-02,8,40,Tuesday,87.0,35.0
C50034,-23.00028,-43.35653,2026-06-02 08:55:44-03:00,5,645,2026-06-02 08:55:46-03:00,2026-06-02 08:55:54-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,2.0,8.0
A71586,-22.96399,-43.17043,2026-06-02 08:24:31-03:00,47,539,2026-06-02 08:24:39-03:00,2026-06-02 08:24:41-03:00,2026-06-02 09:21:55,2026-06-02,8,24,Tuesday,8.0,2.0
B28519,-22.90825,-43.17651,2026-06-02 08:54:35-03:00,12,325,2026-06-02 08:54:39-03:00,2026-06-02 08:54:53-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,4.0,14.0
D86172,-22.98771,-43.56277,2026-06-02 08:57:31-03:00,22,854,2026-06-02 08:57:37-03:00,2026-06-02 08:57:41-03:00,2026-06-02 09:21:55,2026-06-02,8,57,Tuesday,6.0,4.0
B28506,-22.90779,-43.17655,2026-06-02 09:16:04-03:00,12,321,2026-06-02 09:16:12-03:00,2026-06-02 09:16:24-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,8.0,12.0
B11553,-22.82056,-43.32002,2026-06-02 09:03:12-03:00,11,362,2026-06-02 09:03:16-03:00,2026-06-02 09:03:23-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,4.0,7.0
B10122,-22.91063,-43.20767,2026-06-02 09:15:44-03:00,31,323,2026-06-02 09:15:51-03:00,2026-06-02 09:16:11-03:00,2026-06-02 09:21:55,2026-06-02,9,15,Tuesday,7.0,20.0
B32642,-22.82859,-43.34657,2026-06-02 08:57:40-03:00,48,665,2026-06-02 08:57:46-03:00,2026-06-02 08:58:01-03:00,2026-06-02 09:21:55,2026-06-02,8,57,Tuesday,6.0,15.0
A50125,-22.99958,-43.36309,2026-06-02 09:12:48-03:00,44,302,2026-06-02 09:12:50-03:00,2026-06-02 09:13:18-03:00,2026-06-02 09:21:55,2026-06-02,9,12,Tuesday,2.0,28.0
C47755,-22.95212,-43.34839,2026-06-02 08:56:56-03:00,0,390,2026-06-02 08:56:59-03:00,2026-06-02 08:57:06-03:00,2026-06-02 09:21:55,2026-06-02,8,56,Tuesday,3.0,7.0
C47785,-22.92426,-43.3136,2026-06-02 09:14:22-03:00,24,390,2026-06-02 09:14:27-03:00,2026-06-02 09:14:36-03:00,2026-06-02 09:21:55,2026-06-02,9,14,Tuesday,5.0,9.0
B44581,-22.83028,-43.275,2026-06-02 08:27:40-03:00,20,355,2026-06-02 08:27:49-03:00,2026-06-02 08:28:08-03:00,2026-06-02 09:21:55,2026-06-02,8,27,Tuesday,9.0,19.0
B27249,-22.87189,-43.24614,2026-06-02 08:39:57-03:00,9,315,2026-06-02 08:40:02-03:00,2026-06-02 08:40:13-03:00,2026-06-02 09:21:55,2026-06-02,8,39,Tuesday,5.0,11.0
B27008,-22.84394,-43.26213,2026-06-02 08:55:10-03:00,22,905,2026-06-02 08:55:20-03:00,2026-06-02 08:55:34-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,10.0,14.0
A29055,-22.91323,-43.17351,2026-06-02 09:11:25-03:00,61,SV474,2026-06-02 09:11:31-03:00,2026-06-02 09:11:47-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,6.0,16.0
D33318,-22.85085,-43.47065,2026-06-02 09:02:21-03:00,12,764,2026-06-02 09:03:30-03:00,2026-06-02 09:04:00-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,69.0,30.0
A50084,-22.92912,-43.24331,2026-06-02 08:31:18-03:00,0,608,2026-06-02 08:31:27-03:00,2026-06-02 08:31:49-03:00,2026-06-02 09:21:55,2026-06-02,8,31,Tuesday,9.0,22.0
D13275,-22.9405,-43.3681,2026-06-02 08:27:17-03:00,9,861,2026-06-02 08:27:28-03:00,2026-06-02 08:27:47-03:00,2026-06-02 09:21:55,2026-06-02,8,27,Tuesday,11.0,19.0
B44632,-22.86032,-43.37118,2026-06-02 09:09:22-03:00,9,638,2026-06-02 09:09:29-03:00,2026-06-02 09:09:48-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,7.0,19.0
B58188,-22.84076,-43.28083,2026-06-02 09:14:53-03:00,0,622,2026-06-02 09:14:58-03:00,2026-06-02 09:15:22-03:00,2026-06-02 09:21:55,2026-06-02,9,14,Tuesday,5.0,24.0
C47643,-22.9152,-43.38655,2026-06-02 08:22:32-03:00,0,600,2026-06-02 08:22:41-03:00,2026-06-02 08:23:08-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,9.0,27.0
B27033,-22.86971,-43.34271,2026-06-02 08:27:51-03:00,25,774,2026-06-02 08:27:58-03:00,2026-06-02 08:28:24-03:00,2026-06-02 09:21:55,2026-06-02,8,27,Tuesday,7.0,26.0
B31095,-22.93167,-43.17771,2026-06-02 09:03:58-03:00,0,498,2026-06-02 09:04:07-03:00,2026-06-02 09:04:29-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,9.0,22.0
A29113,-22.92875,-43.20928,2026-06-02 09:09:55-03:00,25,160,2026-06-02 09:10:06-03:00,2026-06-02 09:10:15-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,11.0,9.0
D17142,-22.91479,-43.68597,2026-06-02 09:03:47-03:00,9,849,2026-06-02 09:03:59-03:00,2026-06-02 09:04:20-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,12.0,21.0
A63521,-22.91352,-43.17932,2026-06-02 08:58:09-03:00,0,104,2026-06-02 08:58:18-03:00,2026-06-02 08:58:47-03:00,2026-06-02 09:21:55,2026-06-02,8,58,Tuesday,9.0,29.0
B51537,-22.9116,-43.21195,2026-06-02 09:17:22-03:00,0,SV624,2026-06-02 09:17:22-03:00,2026-06-02 09:17:35-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,0.0,13.0
D86300,-22.84755,-43.26723,2026-06-02 08:45:11-03:00,0,918,2026-06-02 08:45:18-03:00,2026-06-02 08:45:19-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,7.0,1.0
D13216,-22.95202,-43.34842,2026-06-02 08:55:47-03:00,0,338,2026-06-02 08:55:56-03:00,2026-06-02 08:56:05-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,9.0,9.0
D86229,-22.85853,-43.5015,2026-06-02 08:44:57-03:00,53,SV853,2026-06-02 08:45:04-03:00,2026-06-02 08:45:19-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,7.0,15.0
B10103,-22.88886,-43.22432,2026-06-02 09:00:09-03:00,7,328,2026-06-02 09:00:20-03:00,2026-06-02 09:00:49-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,11.0,29.0
A63509,-22.90464,-43.1919,2026-06-02 09:16:03-03:00,0,107,2026-06-02 09:16:08-03:00,2026-06-02 09:16:10-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,5.0,2.0
A72169,-22.90476,-43.19247,2026-06-02 09:15:28-03:00,7,007,2026-06-02 09:15:34-03:00,2026-06-02 09:15:56-03:00,2026-06-02 09:21:55,2026-06-02,9,15,Tuesday,6.0,22.0
D86147,-22.92249,-43.55109,2026-06-02 08:22:55-03:00,27,836,2026-06-02 08:23:02-03:00,2026-06-02 08:23:09-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,7.0,7.0
B58069,-22.85507,-43.26674,2026-06-02 08:22:31-03:00,0,312,2026-06-02 08:22:39-03:00,2026-06-02 08:22:45-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,8.0,6.0
D17158,-22.94251,-43.66217,2026-06-02 08:47:48-03:00,31,885,2026-06-02 08:47:51-03:00,2026-06-02 08:47:59-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,3.0,8.0
B28727,-22.79511,-43.18011,2026-06-02 08:32:35-03:00,18,2344,2026-06-02 08:32:44-03:00,2026-06-02 08:32:55-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,9.0,11.0
D17512,-22.91403,-43.17817,2026-06-02 08:39:18-03:00,0,2336,2026-06-02 08:39:21-03:00,2026-06-02 08:39:46-03:00,2026-06-02 09:21:55,2026-06-02,8,39,Tuesday,3.0,25.0
A63540,-22.91052,-43.17248,2026-06-02 08:26:13-03:00,14,167,2026-06-02 08:26:21-03:00,2026-06-02 08:26:37-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,8.0,16.0
C44669,-22.82177,-43.31798,2026-06-02 09:01:05-03:00,30,LECD141,2026-06-02 09:01:17-03:00,2026-06-02 09:01:32-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,12.0,15.0
B44671,-22.87607,-43.33472,2026-06-02 08:48:17-03:00,32,SR355,2026-06-02 08:48:24-03:00,2026-06-02 08:48:41-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,7.0,17.0
D33100,-22.83557,-43.36158,2026-06-02 09:18:27-03:00,51,756,2026-06-02 09:18:28-03:00,2026-06-02 09:18:59-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,1.0,31.0
D33163,-22.85253,-43.39082,2026-06-02 09:17:41-03:00,0,753,2026-06-02 09:17:47-03:00,2026-06-02 09:17:57-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,6.0,10.0
C47713,-23.03021,-43.47704,2026-06-02 08:59:43-03:00,0,315,2026-06-02 08:59:47-03:00,2026-06-02 09:00:11-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,4.0,24.0
B71003,-22.96646,-43.18243,2026-06-02 09:20:35-03:00,0,457,2026-06-02 09:20:38-03:00,2026-06-02 09:20:52-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,3.0,14.0
B71068,-22.91217,-43.21553,2026-06-02 09:05:38-03:00,31,455,2026-06-02 09:05:41-03:00,2026-06-02 09:06:02-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,3.0,21.0
D33068,-22.88831,-43.55984,2026-06-02 09:17:45-03:00,11,790,2026-06-02 09:17:47-03:00,2026-06-02 09:17:57-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,2.0,10.0
D33164,-22.9356,-43.68843,2026-06-02 09:18:19-03:00,18,757,2026-06-02 09:18:28-03:00,2026-06-02 09:18:59-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,9.0,31.0
A50127,-22.92952,-43.25378,2026-06-02 08:47:26-03:00,0,SV319,2026-06-02 08:47:29-03:00,2026-06-02 08:47:41-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,3.0,12.0
B44529,-22.86061,-43.35617,2026-06-02 09:01:48-03:00,0,638,2026-06-02 09:02:00-03:00,2026-06-02 09:02:04-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,12.0,4.0
C30005,-23.00544,-43.31257,2026-06-02 09:18:06-03:00,0,343,2026-06-02 09:18:17-03:00,2026-06-02 09:18:40-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,11.0,23.0
B63031,-22.89283,-43.19396,2026-06-02 08:35:51-03:00,0,167,2026-06-02 08:35:54-03:00,2026-06-02 08:36:19-03:00,2026-06-02 09:21:55,2026-06-02,8,35,Tuesday,3.0,25.0
A29214,-22.90046,-43.20906,2026-06-02 09:13:36-03:00,0,474,2026-06-02 09:13:39-03:00,2026-06-02 09:13:49-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,3.0,10.0
B32670,-22.85063,-43.24759,2026-06-02 08:41:10-03:00,3,979,2026-06-02 08:41:16-03:00,2026-06-02 08:41:41-03:00,2026-06-02 09:21:55,2026-06-02,8,41,Tuesday,6.0,25.0
D13208,-22.91615,-43.37728,2026-06-02 08:37:40-03:00,16,801,2026-06-02 08:40:25-03:00,2026-06-02 08:40:41-03:00,2026-06-02 09:21:55,2026-06-02,8,37,Tuesday,165.0,16.0
A48061,-22.90345,-43.18642,2026-06-02 09:20:06-03:00,11,202,2026-06-02 09:20:18-03:00,2026-06-02 09:20:41-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,12.0,23.0
C50141,-22.95129,-43.25846,2026-06-02 08:47:58-03:00,37,301,2026-06-02 08:48:10-03:00,2026-06-02 08:48:12-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,12.0,2.0
C30209,-23.01295,-43.29773,2026-06-02 08:59:25-03:00,39,565,2026-06-02 08:59:27-03:00,2026-06-02 08:59:40-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,2.0,13.0
A72012,-22.89573,-43.29493,2026-06-02 08:43:02-03:00,18,691,2026-06-02 08:43:12-03:00,2026-06-02 08:43:13-03:00,2026-06-02 09:21:55,2026-06-02,8,43,Tuesday,10.0,1.0
B28533,-22.84983,-43.24754,2026-06-02 08:23:04-03:00,0,329,2026-06-02 08:23:14-03:00,2026-06-02 08:23:43-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,10.0,29.0
D13252,-22.92486,-43.28719,2026-06-02 09:02:18-03:00,27,341,2026-06-02 09:02:25-03:00,2026-06-02 09:02:44-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,7.0,19.0
D13055,-22.91704,-43.26159,2026-06-02 09:04:57-03:00,1,600,2026-06-02 09:05:03-03:00,2026-06-02 09:05:18-03:00,2026-06-02 09:21:55,2026-06-02,9,4,Tuesday,6.0,15.0
D53599,-22.90226,-43.54933,2026-06-02 08:46:27-03:00,29,848,2026-06-02 08:46:32-03:00,2026-06-02 08:46:43-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,5.0,11.0
B44631,-22.85255,-43.32831,2026-06-02 08:32:38-03:00,0,712,2026-06-02 08:32:44-03:00,2026-06-02 08:32:46-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,6.0,2.0
B27027,-22.85395,-43.31297,2026-06-02 09:12:05-03:00,0,629,2026-06-02 09:12:17-03:00,2026-06-02 09:12:29-03:00,2026-06-02 09:21:55,2026-06-02,9,12,Tuesday,12.0,12.0
B44599,-22.91686,-43.2621,2026-06-02 09:05:24-03:00,26,638,2026-06-02 09:05:29-03:00,2026-06-02 09:05:40-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,5.0,11.0
B32554,-22.88028,-43.29167,2026-06-02 08:59:24-03:00,12,627,2026-06-02 08:59:33-03:00,2026-06-02 08:59:33-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,9.0,0.0
B44692,-22.85131,-43.31065,2026-06-02 09:13:24-03:00,7,721,2026-06-02 09:13:31-03:00,2026-06-02 09:13:56-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,7.0,25.0
D86265,-22.97554,-43.69479,2026-06-02 08:40:08-03:00,29,884,2026-06-02 08:40:17-03:00,2026-06-02 08:40:40-03:00,2026-06-02 09:21:55,2026-06-02,8,40,Tuesday,9.0,23.0
A29136,-22.95157,-43.18408,2026-06-02 08:32:21-03:00,0,513,2026-06-02 08:32:32-03:00,2026-06-02 08:32:58-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,11.0,26.0
A71567,-22.89371,-43.19795,2026-06-02 08:26:34-03:00,50,169,2026-06-02 08:26:44-03:00,2026-06-02 08:27:14-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,10.0,30.0
B51585,-22.86909,-43.35542,2026-06-02 08:33:29-03:00,29,917,2026-06-02 08:33:37-03:00,2026-06-02 08:33:38-03:00,2026-06-02 09:21:55,2026-06-02,8,33,Tuesday,8.0,1.0
A29165,-22.90309,-43.26921,2026-06-02 08:31:34-03:00,0,627,2026-06-02 08:31:40-03:00,2026-06-02 08:31:56-03:00,2026-06-02 09:21:55,2026-06-02,8,31,Tuesday,6.0,16.0
B44592,-22.84685,-43.28398,2026-06-02 09:00:27-03:00,9,721,2026-06-02 09:00:35-03:00,2026-06-02 09:01:01-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,8.0,26.0
D53600,-22.85476,-43.48989,2026-06-02 08:43:22-03:00,46,388,2026-06-02 08:43:25-03:00,2026-06-02 08:43:39-03:00,2026-06-02 09:21:55,2026-06-02,8,43,Tuesday,3.0,14.0
B31083,-22.98569,-43.19698,2026-06-02 09:07:22-03:00,0,483,2026-06-02 09:07:26-03:00,2026-06-02 09:07:34-03:00,2026-06-02 09:21:55,2026-06-02,9,7,Tuesday,4.0,8.0
B58026,-22.86032,-43.25791,2026-06-02 08:45:01-03:00,7,625,2026-06-02 08:45:04-03:00,2026-06-02 08:45:13-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,3.0,9.0
C27093,-22.84203,-43.26922,2026-06-02 09:11:55-03:00,0,940,2026-06-02 09:11:56-03:00,2026-06-02 09:11:59-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,1.0,3.0
C30213,-22.87281,-43.24531,2026-06-02 09:05:42-03:00,9,343,2026-06-02 09:05:47-03:00,2026-06-02 09:06:20-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,5.0,33.0
B11619,-22.91297,-43.23568,2026-06-02 08:56:32-03:00,29,363,2026-06-02 08:56:39-03:00,2026-06-02 08:56:43-03:00,2026-06-02 09:21:55,2026-06-02,8,56,Tuesday,7.0,4.0
B71070,-22.95556,-43.18046,2026-06-02 09:01:20-03:00,5,457,2026-06-02 09:01:23-03:00,2026-06-02 09:01:26-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,3.0,3.0
D33405,-22.85555,-43.49347,2026-06-02 08:28:57-03:00,34,SP759,2026-06-02 08:29:06-03:00,2026-06-02 08:29:20-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,9.0,14.0
B28513,-22.91223,-43.18824,2026-06-02 08:26:18-03:00,10,321,2026-06-02 08:26:24-03:00,2026-06-02 08:26:47-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,6.0,23.0
B44578,-22.89563,-43.31815,2026-06-02 08:42:08-03:00,0,LECD140,2026-06-02 08:42:18-03:00,2026-06-02 08:42:31-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,10.0,13.0
C50039,-22.97245,-43.41414,2026-06-02 09:02:28-03:00,0,SP810,2026-06-02 09:02:38-03:00,2026-06-02 09:03:02-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,10.0,24.0
B28516,-22.8858,-43.22532,2026-06-02 09:09:21-03:00,44,324,2026-06-02 09:10:24-03:00,2026-06-02 09:10:47-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,63.0,23.0
